activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra, Alexandra van Huffelen, Hans Vijlbrief",2020-10-09,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/10/09/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-10-16,Den Haag,Viceminister-president De Jonge heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/10/16/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-10-23,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/10/23/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-10-30,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/10/30/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra, Alexandra van Huffelen, Hans Vijlbrief",2020-11-06,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/11/06/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-11-13,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/11/13/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-11-20,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/11/20/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-11-27,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/11/27/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-12-04,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/12/04/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-12-11,Den Haag,Viceminister-president Ollongren heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/12/11/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2020-12-18,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2020/12/18/ministerraad
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2021-01-08,Den Haag,Minister-president Rutte heeft na afloop van de ministerraad een persconferentie gegeven. De video toont de inleidende ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/01/08/ministerraad
Strategiesessie Catshuis in kader van bestrijding coronavirus,Mark Rutte,2021-01-10,Den Haag,Strategiesessie in het Catshuis in het kader van de bestrijding van het coronavirus.,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/01/10/strategiesessie-catshuis-in-kader-van-bestrijding-coronavirus
Werkbezoek aan ROC Mondriaan,,2021-01-11,Den Haag,"Minister Van Engelshoven bezoekt  het ROC Mondriaan, waar zij spreekt met docenten en studenten en ziet welke bijdrage ...",NA,/actueel/agenda/2021/01/11/werkbezoek-aan-roc-mondriaan
One Planet Summit,Mark Rutte,2021-01-11,Via communicatietechnologie,"Deelnemen aan de digitale One Planet Summit, onder gastheerschap van president Macron van Frankrijk.",Internationale bijeenkomst,/actueel/agenda/2021/01/11/one-planet-summit
Bestuurlijk Overleg met gedeputeerden Wonen en IPO,Kajsa Ollongren,2021-01-11,via communicatietechnologie,Minister Ollongren heeft een bestuurlijk overleg met de gedeputeerden van Wonen en het IPO.,Bestuurlijk overleg,/actueel/agenda/2021/01/11/bestuurlijk-overleg-met-gedeputeerden-wonen-en-ipo
Bestuurlijk Overleg corona en Economie,,2021-01-11,Via communicatietechnologie,"Minister Koolmees heeft een bestuurlijk overleg met minister Wiebes, VCP, VNO-NCW, Stichting van de Arbeid en FNV.",Bestuurlijk overleg,/actueel/agenda/2021/01/11/bestuurlijk-overleg-corona-en-economie
Handen aan de kraan overleg,,2021-01-11,via communicatietechnologie,Minister heeft overleg Monitoring COVID-19 in de 1e lijn met Ernst Kuipers.,NA,/actueel/agenda/2021/01/11/handen-aan-de-kraan-overleg
Gesprek met de Koning,Mark Rutte,2021-01-11,Den Haag,Wekelijks gesprek met de Koning.,Gesprek,/actueel/agenda/2021/01/11/gesprek-met-de-koning
Coalitieoverleg,"Mark Rutte, Kajsa Ollongren, Wopke Hoekstra",2021-01-11,Den Haag,,Bestuurlijk overleg,/actueel/agenda/2021/01/11/coalitieoverleg
Oudergesprekken,Alexandra van Huffelen,2021-01-11,onbekend,,Gesprek,/actueel/agenda/2021/01/11/oudergesprekken
International Technical event CES,,2021-01-11,via communicatietechnologie,,NA,/actueel/agenda/2021/01/11/international-technical-event-ces
Werkbezoek Kinderopvang locatie,,2021-01-11,Den Haag,Staatssecretaris Van ’t Wout legt gaat op werkbezoek bij een kinderopvanglocatie.,NA,/actueel/agenda/2021/01/11/werkbezoek-kinderopvang-locatie
Gesprek met stichting CGR en stichting GMH,,2021-01-11,via communicatietechnologie,Gesprek met stichting Code Geneesmiddelenreclame (CGR) en stichting Gedragscode Medische Hulpmiddelen (GMH).,NA,/actueel/agenda/2021/01/11/gesprek-met-stichting-cgr-en-stichting-gmh
Werkbezoek Stichting Jarige Job,,2021-01-11,Rotterdam,Staatssecretaris Van ’t Wout gaat helpen met het inpakken van cadeaus bij Stichting Jarige Job.,NA,/actueel/agenda/2021/01/11/werkbezoek-stichting-jarige-job
Webinar ministeriële verantwoordelijkheid,,2021-01-11,via communicatietechnologie,Minister Koolmees en staatssecretaris Van ’t Wout nemen deel aan een webinar over ministeriële verantwoordelijkheid naar ...,Evenement,/actueel/agenda/2021/01/11/webinar-ministeriele-verantwoordelijkheid
Arminius lezing,,2021-01-11,Rotterdam,Minister Koolmees neemt deel aan de Arminius-lezing.,NA,/actueel/agenda/2021/01/11/arminius-lezing
Gesprek met Havenbedrijf Rotterdam,,2021-01-11,via communicatietechnologie,,NA,/actueel/agenda/2021/01/11/gesprek-met-havenbedrijf-rotterdam
High Ambition Coalition for People and Nature en marge van de One Planet Summit,Sigrid Kaag,2021-01-11,Via communicatietechnologie,Minister Kaag neemt deel aan het ministerieel event High Ambition Coalition for People and Nature en marge van de One Planet ...,Internationale bijeenkomst,/actueel/agenda/2021/01/11/high-ambition-coalition-for-people-and-nature-en-marge-van-de-one-planet-summit
The Industry We Want,Sigrid Kaag,2021-01-11,Via communicatietechnologie,Minister Kaag neemt deel aan een digitaal kick-off evenement voor de ontwikkeling van een visie op ‘het nieuwe normaal’ in de ...,Internationale bijeenkomst,/actueel/agenda/2021/01/14/the-industry-we-want
Gesprek met Ikea,,2021-01-11,via communicatietechnologie,,NA,/actueel/agenda/2021/01/11/gesprek-met-ikea
Gesprek met gedupeerde ouders kinderopvangtoeslag,Mark Rutte,2021-01-11,Den Haag,"Gesprek met gedupeerde ouders kinderopvangtoeslag, samen staatssecretaris Van Huffelen  van Financiën.",Gesprek,/actueel/agenda/2021/01/11/gesprek-met-gedupeerde-ouders-kinderopvangtoeslag
Gesprek met evenementensector,,2021-01-12,via communicatietechnologie,Minister Van Engelshoven en Staatssecretaris Keijzer spreken een afvaardiging van de evenementensector over de gevolgen van de ...,Bestuurlijk overleg,/actueel/agenda/2021/01/12/gesprek-met-evenementensector
"Gesprek met Minister van Energie, Belgie",,2021-01-12,via communictietechnologie,,NA,/actueel/agenda/2021/01/12/gesprek-met-minister-van-energie-belgie
Bestuurlijk overleg funderend onderwijs en corona,,2021-01-12,Via communicatietechnologie,Minister Slob heeft een bestuurlijk overleg met een breed gezelschap van bestuurders over de coronamaatregelen in het funderend ...,NA,/actueel/agenda/2021/01/12/bestuurlijk-overleg-funderend-onderwijs-en-corona
Ministerraad,Kajsa Ollongren,2021-01-12,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/01/12/ministerraad
Gesprek met (ambtelijk) staatssecretaris ministerie van Volksgezondheid van Duitsland,,2021-01-12,via communicatietechnologie,,NA,/actueel/agenda/2021/01/12/gesprek-met-ambtelijk-staatsecretaris-ministerie-van-volksgezondheid-van-duitsland
Eerste Kamerbehandeling Wetsvoorstel RVU/Verlofsparen,,2021-01-12,Den Haag,Minister Koolmees debatteert in de Eerste Kamer over het wetsvoorstel RVU/Verlofsparen.,NA,/actueel/agenda/2021/01/12/eerste-kamerbehandeling-wetsvoorstel-rvu-verlofsparen
Onderraden en ministeriële overleggen,"Mark Rutte, Kajsa Ollongren, Wopke Hoekstra,",2021-01-12,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/01/12/onderraden-en-ministeriele-overleggen
Wekelijks regulier overleg MP en 3 vice MP's,"Mark Rutte, Kajsa Ollongren",2021-01-12,Den Haag,,Gesprek,/actueel/agenda/2021/01/12/wekelijks-regulier-overleg-mp-en-3-vice-mps
Vragenuur en stemmingen,,2021-01-12,Tweede Kamer,,NA,/actueel/agenda/2021/01/12/vragenuur-en-stemmingen
Ministeriële  Commissie COVID-19,"Sigrid Kaag, Wopke Hoekstra, Hans Vijlbrief",2021-01-12,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/01/12/ministeriele-commissie-covid-19
Gesprek met commissaris van de Koning Zuid-Holland,,2021-01-12,via communicatietechnologie,,NA,/actueel/agenda/2021/01/12/gesprek-met-commissaris-van-de-koning-zuid-holland-over-lnvesteren-in-regio%E2%80%99s-met-transitie-opgave
Gesprek met directeur Code Sociale Ondernemingen,,2021-01-13,via communicatietechnologie,,NA,/actueel/agenda/2021/01/13/afspraak-met-directeur-code-sociale-ondernemingen-over-wetsvoorstel-maatschappelijk-bv
Gesprek met Dutch Sustainable Growth Coalition,Mark Rutte,2021-01-13,Via communicatietechnologie,"Gesprek met de Dutch Sustainable Growth Coalition (DSGC), samen met een afvaardiging van het kabinet. ",Gesprek,/actueel/agenda/2021/01/13/gesprek-met-dutch-sustainable-growth-coalition
Gesprek met Apollo Vredestein,,2021-01-13,via communicatietechnologie,,NA,/actueel/agenda/2021/01/13/gesprek-met-apollo-vredestein
Algemeen overleg MBO en Praktijkonderwijs,,2021-01-13,Den Haag,Minister Van Engelshoven en Minister Slob nemen deel aan een algemeen overleg over MBO en praktijkonderwijs in de Tweede Kamer.,Kamervergadering,/actueel/agenda/2021/01/13/algemeen-overleg-mbo-en-praktijkonderwijs
Diverse gesprekken docenten en schoolleiders over onderwijs en corona,,2021-01-13,Via communicatietechnologie,"Minister Slob heeft gesprekken met docenten en schoolleiders in het primair onderwijs, voortgezet onderwijs en speciaal onderwijs ...",NA,/actueel/agenda/2021/01/13/diverse-gesprekken-docenten-en-schoolleiders-over-onderwijs-en-corona
Aanbieding SER-verkenning ‘Hoe werkt de platformeconomie?’,,2021-01-13,Den Haag,"Minister Koolmees krijgt de SER-verkenning ‘Hoe werkt de platformeconomie?’ aangeboden door de voorzitter van de SER, sociale ...",NA,/actueel/agenda/2021/01/13/aanbieding-ser-verkenning-hoe-werkt-de-platformeconomie
Regulier bestuurlijk overleg MBO Raad,,2021-01-13,via communicatietechnologie,Minister Van Engelshoven spreekt de voorzitter en directeur van de MBO Raad.,NA,/actueel/agenda/2021/01/13/regulier-bestuurlijk-overleg-mbo-raad
Debat coronavirus,"Mark Rutte,",2021-01-13,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/01/13/debat-coronavirus
Stemming KB inwerkingtreding Omgevingswet,Kajsa Ollongren,2021-01-13,Eerste Kamer,Minister Ollongren is bij de stemming KB inwerkingtreding Omgevingswet.,Kamervergadering,/actueel/agenda/2021/01/13/stemming-kb-inwerkingtreding-omgevingswet
Onderraden en ministeriële overleggen,,2021-01-13,Den Haag,,NA,/actueel/agenda/2021/01/13/onderraden-en-ministeriele-overleggen
Gesprek met kandidaat burgemeesters,Kajsa Ollongren,2021-01-13,via communicatietechnologie,Minister Ollongren heeft een gesprek met kandidaat burgemeesters.,Gesprek,/actueel/agenda/2021/01/13/gesprek-met-kandidaat-burgemeesters
Gesprek met Single Super Mom,,2021-01-13,via communicatietechnologie,Ministers Van Engelshoven en Koolmees spreken met een afvaardiging van de organisatie Single Super Mom.,NA,/actueel/agenda/2021/01/13/gesprek-met-single-super-mom
Kennismaking met president Hoge Raad der Nederlanden,Kajsa Ollongren,2021-01-13,via communicatietechnologie,Minister Ollongren heeft een kennismaking met de nieuwe president van de Hoge Raad der Nederlanden.,Gesprek,/actueel/agenda/2021/01/13/kennismaking-met-president-hoge-raad-der-nederlanden
Ouderspreekuren,Alexandra van Huffelen,2021-01-13,Friesland en Groningen,,Gesprek,/actueel/agenda/2021/01/13/ouderspreekuren
Kennismaking SAM&,,2021-01-13,Via digitale technologie,Staatssecretaris Van ’t Wout maakt kennis met samenwerkingsverband Sam&.,NA,/actueel/agenda/2021/01/13/kennismaking-sam
Notaoverleg Medische Zorg,,2021-01-14,Den Haag,,NA,/actueel/agenda/2021/01/14/notaoverleg-medische-zorg
Algemeen overleg Renovatie Binnenhof - tijdelijke huisvesting Bezuidenhoutseweg 67,,2021-01-14,Den Haag,,NA,/actueel/agenda/2021/01/14/algemeen-overleg-renovatie-binnenhof---tijdelijke-huisvesting-bezuidenhoutseweg-67
Gesprek met voorzitter commissie onderwijsbevoegdheden,,2021-01-14,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/01/14/gesprek-voorzitter-commissie-onderwijsbevoegdheden
Debat over het verslag van de Parlementaire ondervragingscommissie ongewenste beïnvloeding uit onvrije landen (POCOB),,2021-01-14,Via digitale technologie,Minister Koolmees debatteert in de Tweede Kamer over het verslag van de Parlementaire ondervragingscommissie ongewenste ...,NA,/actueel/agenda/2021/01/14/debat-over-het-verslag-van-de-parlementaire-ondervragingscommissie-ongewenste-beinvloeding-uit-onvrije-landen-pocob
Justitieel Vierpartijen Overleg,,2021-01-14,Via digitale communicatietechnologie,Staatssecretaris Knops neemt deel aan het Justitieel Vierpartijen Overleg.,NA,/actueel/agenda/2021/01/14/justitieel-vierpartijen-overleg
Gesprek Commissie financieel toezicht,,2021-01-14,Via digitale communicatietechnologie,Staatssecretaris Knops heeft een gesprek met de Commissie financieel toezicht.,NA,/actueel/agenda/2021/01/14/gesprek-commissie-financieel-toezicht
Diverse gesprekken docenten en schoolleiders over onderwijs en corona,,2021-01-14,Via communicatietechnologie,"Minister Slob heeft gesprekken met docenten en schoolleiders in het primair onderwijs, voortgezet onderwijs en speciaal onderwijs ...",NA,/actueel/agenda/2021/01/14/diverse-gesprekken-docenten-en-schoolleiders-over-onderwijs-en-corona
Gesprek met voorzitter Aedes,Kajsa Ollongren,2021-01-14,Via digitale communicatietechnologie,Minister Ollongren heeft een gesprek met de voorzitter van Aedes.,Gesprek,/actueel/agenda/2021/01/14/gesprek-met-voorzitter-aedes
"Gesprek met Koninklijke Horeca Nederland, MKB en HorecaAlliantie",,2021-01-14,v,"Staatssecretaris Keijzer spreekt met Koninklijke Horeca Nederland, MKB en HorecaAlliantie over fieldlab ‘natte horeca’.",NA,/actueel/agenda/2021/01/14/gesprek-met-koninklijke-horeca-nederland-mkb-en-horecaalliantie
Bewindsliedenoverleg Samen tegen mensenhandel,,2021-01-14,Via communicatietechnologie,Minister Blok neemt deel aan het bewindsliedenoverleg Samen tegen mensenhandel.,NA,/actueel/agenda/2021/01/14/bewindsliedenoverleg-samen-tegen-mensenhandel
Congres Arguments against Agression,,2021-01-14,via communictietechnologie,Minister Van Engelshoven gaat online in gesprek met deelnemers aan het congres Arguments against aggression van de Hogeschool ...,NA,/actueel/agenda/2021/01/14/congres-arguments-against-agression
