activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Plenair debat over de opvang van Oekraïense vluchtelingen,"Dilan Yeşilgöz-Zegerius, Eric van der Burg",2022-04-20,Den Haag,Minister Yeşilgöz-Zegerius en staatssecretaris Van der Burg gaan in debat met de Tweede Kamer over de opvang van vluchtelingen ...,Kamervergadering,/actueel/agenda/2022/04/20/plenair-debat-over-de-opvang-van-oekraiense-vluchtelingen
Commissiedebat Inburgering en Integratie,Karien van Gennip,2022-04-20,Den Haag,,Kamervergadering,/actueel/agenda/2022/04/20/commissiedebat-inburgering-en-integratie
"Gesprek met Wit-Russische oppositieleider, mevrouw Tichanovskaja",Kajsa Ollongren,2022-04-20,Den Haag,"Minister Ollongren heeft een gesprek met de Wit-Russische oppositieleider, mw. Tichanovskaja.",Gesprek,/actueel/agenda/2022/04/20/gesprek-met-russische-oppositieleider
Kennismaking met de CEO van Invest-NL,Rob Jetten,2022-04-20,Via communicatietechnologie,,Gesprek,/actueel/agenda/2022/04/20/kennismaking-met-de-ceo-van-invest-nl
Gesprek met de heer Sijbesma (DSM),Karien van Gennip,2022-04-20,Den Haag,,Gesprek,/actueel/agenda/2022/04/20/gesprek-met-de-heer-sijbesma-dsm
Tweeminutendebat evaluatie Wet versterking bestuurskracht,Robbert Dijkgraaf,2022-04-20,Den Haag,Minister Dijkgraaf neemt deel aan het tweeminutendebat evaluatie wet versterking bestuurskracht in de Tweede Kamer.,Kamervergadering,/actueel/agenda/2022/04/20/tweeminutendebat-evaluatie-wet-versterking-bestuurskracht
Speech bij tentoonstelling Reuzenarbeid,Mark Harbers,2022-04-20,Den Haag,,Evenement,/actueel/agenda/2022/04/20/speech-bij-tentoonstelling-reuzenarbeid
Gesprek over samenwerking tussen land en hoofdstad,Hugo de Jonge,2022-04-20,Amsterdam,Minister De Jonge heeft een gesprek met de onderhandelaars over samenwerking tussen land en hoofdstad.,Gesprek,/actueel/agenda/2022/04/20/gesprek-over-samenwerking-tussen-land-en-hoofdstad
Gesprek met minister-president van Curaçao,Alexandra van Huffelen,2022-04-20,via communicatietechnologie,Staatssecretaris Van Huffelen heeft een gesprek met minister-predsident Pisas van Curacao over het proces rondom het voorstel van ...,Gesprek,/actueel/agenda/2022/04/20/gesprek-met-minister-president-van-curacao
Opnemen videoboodschap COA Burgermeestersbijeenkomst,Karien van Gennip,2022-04-20,Den Haag,,Evenement,/actueel/agenda/2022/04/20/opnemen-videoboodschap-coa-burgermeestersbijeenkomst
Commissiedebat Verkeersveiligheid,"Dilan Yeşilgöz-Zegerius, Mark Harbers",2022-04-20,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/04/20/commissiedebat-verkeersveiligheid
Gesprek met burgemeester van Haarlem,Gunay Uslu,2022-04-20,via communicatietechologie,Het gesprek gaat over het uittreden van de Regionale Historische Centra.,Gesprek,/actueel/agenda/2022/04/20/gesprek-met-burgemeester-van-haarlem
Gesprek met regeringscommissaris seksueel grensoverschrijdend gedrag en seksueel geweld,Gunay Uslu,2022-04-20,via communicatietechologie,Het gesprek gaat over het vervolg van het rondetafelgesprek grensoverschrijdend gedrag in de mediasector.,Gesprek,/actueel/agenda/2022/04/20/gesprek-met-regeringscommissaris-seksueel-grensoverschrijdend-gedrag-en-seksueel-geweld
Tweeminutendebat Fit-for-55 pakket,Rob Jetten,2022-04-20,Den Haag,,Kamervergadering,/actueel/agenda/2022/04/20/tweeminutendebat-fit-for-55-pakket
Overleg met Indisch platform 2.0,Maarten van Ooijen,2022-04-20,Den Haag,Staatssecretaris Van Ooijen spreekt met mensen van de stichting Indisch platform 2.0.,Gesprek,/actueel/agenda/2022/04/20/overleg-met-indisch-platform-2.0
Kennismaking voorzitter van het Nationaal Comité 4 en 5 mei,Maarten van Ooijen,2022-04-20,Den Haag,,Gesprek,/actueel/agenda/2022/04/20/kennismaking-voorzitter-van-het-nationaal-comite-4-en-5-mei
Tweeminutendebat Dementiezorg/Langer Thuis/Palliatieve zorg/Wijkverpleging/Wmo,"Conny Helder, Maarten van Ooijen",2022-04-20,Den Haag,Minister Helder en staatssecretaris Van Ooijen hebben dit tweeminutendebat.,Kamervergadering,/actueel/agenda/2022/04/20/tweeminutendebat-zorg
Kennismakingsgesprek met Manifestgroep,Alexandra van Huffelen,2022-04-20,Den Haag,,Gesprek,/actueel/agenda/2022/04/20/kennismakingsgesprek-met-manifestgroep
Werkbezoek Soa Aids NL en lancering Ugly Mugs,Eric van der Burg,2022-04-20,Amsterdam,"Staatssecretaris Van der Burg brengt een werkbezoek aan Soa Aids NL en houdt een toespraak bij de lancering van Ugly Mugs, een ...",Werkbezoek,/actueel/agenda/2022/04/20/werkbezoek-soa-aids-nl-en-lancering-ugly-mugs
Kennismaking met de Nationale Ombudsman,Rob Jetten,2022-04-20,Via communicatietechnologie,,Gesprek,/actueel/agenda/2022/04/20/kennismaking-nationale-ombudsman
Commissiedebat Opties voor rechtsherstel box 3,Marnix van Rij,2022-04-20,Den Haag,Media kunnen voor meer informatie contact opnemen via Heleen Haverkort (06-28547707).,Kamervergadering,/actueel/agenda/2022/04/20/commissiedebat-opties-voor-rechtsherstel-box-3
Gesprek met de kring van Commissarissen van de Koning,"Mark Rutte, Hanke Bruins Slot",2022-04-20,Den Haag,Diner pensant met de Commissarissen van de Koning over de vluchtelingenproblematiek en de actualiteit,Gesprek,/actueel/agenda/2022/04/20/gesprek-met-de-kring-van-commissarissen-van-de-koning
Bijwonen wedstrijd Invictus Games,Mark Rutte,2022-04-20,Den Haag,Minister-president Rutte woont de finale indoor roeien bij. De Invictus Games is een internationaal sportevenement voor ...,Evenement,/actueel/agenda/2022/04/20/bijwonen-wedstrijd-invictus-games
Speech bij opening wereldprimeur bi-directionele deelmobiliteit,Vivianne Heijnen,2022-04-21,Utrecht,,Evenement,/actueel/agenda/2022/04/21/speech-bij-opening-wereldprimeur-bi-directionele-deelmobiliteit
"Kennismakingsgesprek met leden van de werkgroep rond het initiatief regie op de ruimte 'Naar een vitaal platteland, gezonde bodems en duurzame voedselproductie'",Christianne van der Wal-Zeggelink,2022-04-21,Den Haag,,Gesprek,/actueel/agenda/2022/04/21/kennismakingsgesprek-met-leden-van-de-werkgroep-rond-het-initiatief-regie-op-de-ruimte-naar-een-vitaal-platteland-gezonde-bodems-en-duurzame-voedselproductie
Debat over de opvang van Oekraïense vluchtelingen,"Carola Schouten, Hugo de Jonge,",2022-04-21,Den Haag,"Minister Wiersma, minister De Jonge en minister Schouten debatteren, samen met de ministers van JenV en VWS, in een plenair debat ...",Kamervergadering,/actueel/agenda/2022/04/21/debat-over-de-opvang-van-oekraiense-vluchtelingen
Vierlandenoverleg,Maarten van Ooijen,2022-04-21,Via communicatietechnologie,"Staatssecretaris Van Ooijen neemt deel aan het vierlandenoverleg Zorg en Jeugd tussen Aruba, Curaçao, Sint Maarten en Nederland.",Internationale bijeenkomst,/actueel/agenda/2022/04/21/vierlandenoverleg
Commissiedebat over dierproeven,"Robbert Dijkgraaf,",2022-04-21,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/04/21/commissiedebat-over-dierproeven
Paasbrunches voor mantelzorgers,Maarten van Ooijen,2022-04-21,Eindhoven,Staatssecretaris Van Ooijen bezoekt de paasbrunch in het Philips-stadion die in het teken staat van mantelzorgen van mensen met ...,Werkbezoek,/actueel/agenda/2022/04/21/paasbrunches-voor-mantelzorgers
Commissiedebat Huis voor de Klokkenluiders,Hanke Bruins Slot,2022-04-21,Den Haag,,Gesprek,/actueel/agenda/2022/04/21/commissiedebat-huis-voor-de-klokkenluiders
Veiligheidsberaad,Dilan Yeşilgöz-Zegerius,2022-04-21,Utrecht,Media kunnen voor meer informatie contact opnemen met 070-3707345.,Bestuurlijk overleg,/actueel/agenda/2022/04/21/veiligheidsberaad
Wetgevingsoverleg over wijziging Waterschapswet en de Kieswet,Mark Harbers,2022-04-21,Tweede Kamer,Wetgevingsoverleg over wijzigingen vanwege het volledig democratiseren van de waterschapsbesturen.,Kamervergadering,/actueel/agenda/2022/04/21/wetgevingsoverleg-over-wijziging-waterschapswet-en-de-kieswet
Speech bij monitoringstraject governance regio deals,Hanke Bruins Slot,2022-04-21,Utrecht,,Evenement,/actueel/agenda/2022/04/21/speechen-bij-monitoringstraject-governance-regio-deals
Commissiedebat Kinderopvang,Karien van Gennip,2022-04-21,Den Haag,,Kamervergadering,/actueel/agenda/2022/04/21/commissiedebat-kinderopvang
Coalitieoverleg Financiële Besluitvorming met viceministers-presidenten,"Mark Rutte, Carola Schouten",2022-04-21,Den Haag,,Gesprek,/actueel/agenda/2022/04/21/coalitieoverleg-financiele-besluitvorming-met-vice-mps
Werkbezoek LHBTI-opvang,Dilan Yeşilgöz-Zegerius,2022-04-21,Amsterdam,Staatssecretaris Van der Burg brengt een bezoek aan een opvanglocatie voor LHBTI asielzoekers. ,Werkbezoek,/actueel/agenda/2022/04/21/werkbezoek-lhbti-opvang
In ontvangst name petities van het Comité Schone Lucht,Rob Jetten,2022-04-21,Den Haag,,Evenement,/actueel/agenda/2022/04/21/in-ontvangst-name-petities-van-het-comite-schone-lucht
Kennismaking G40,"Mark Harbers, Vivianne Heijnen",2022-04-21,via communicatietechnologie,"Minister Harbers en staatssecretaris Heijnen maken kennis met het stedennetwerk G40. Ze spreken met de heren Depla, Willems en ...",Gesprek,/actueel/agenda/2022/04/21/kennismaking-g40
Kennismaking met directeur van stimuleringsfonds voor de Creatieve Industrie,Gunay Uslu,2022-04-21,Den Haag,Staatssecretaris Uslu maakt kennis met de directeur van het stimuleringsfonds voor de Creatieve Industrie. Onderwerp van gesprek ...,Gesprek,/actueel/agenda/2022/04/21/kennismaking-met-directeur-stimuleringsfonds-voor-de-creatieve-industrie
"Bestuurlijk overleg over Wonen, Ruimte en Omgevingswet",Hugo de Jonge,2022-04-21,via communicatietechnologie,"Minister De Jonge heeft een bestuurlijk overleg over Wonen, Ruimte en Omgevingswet (WRO) met het IPO, de VNG en de Unie van ...",Gesprek,/actueel/agenda/2022/04/21/bestuurlijk-overleg-over-wonen-ruimte-en-omgevingswet
Werkbezoek betaalbaar wonen,Hugo de Jonge,2022-04-21,Amsterdam,Minister De Jonge bezoekt de Wildemanbuurt over leefbaarheid en veiligheid.,Gesprek,/actueel/agenda/2022/04/21/werkbezoek-betaalbaar-wonen
Ondertekenmoment afsprakenkader emissieloos taxivervoer,Vivianne Heijnen,2022-04-21,via communicatietechnologie,,Evenement,/actueel/agenda/2022/04/21/ondertekenmoment-afsprakenkader-emissieloos-taxivervoer
Gesprek over autoweg N50,Mark Harbers,2022-04-21,via communicatietechnologie,Minister Harbers overlegt met de Overijsselse gedeputeerde Boerman (Mobiliteit) en burgemeester De Rouwe uit Kampen over de N50.,Gesprek,/actueel/agenda/2022/04/21/gesprek-over-autoweg-n50
Kennismaking met Unicef,Maarten van Ooijen,2022-04-21,Den Haag,Staatssecretaris Van Ooijen maakt kennis met de directeur van Unicef Nederland.,Gesprek,/actueel/agenda/2022/04/21/kennismaking-met-unicef
Bewindspersonenoverleg over Schiphol,Mark Harbers,2022-04-21,Den Haag,Premier Rutte en minister Harbers spreken elkaar over Schiphol.,Gesprek,/actueel/agenda/2022/04/21/bewindspersonenoverleg-over-schiphol
Uitreiking Four Freedoms Awards 2022,Mark Rutte,2022-04-21,"Nieuwe Kerk, Middelburg","Minister-president Mark Rutte reikt de International Four Freedoms Award uit aan Sviatlana Tsikhanouskaya, leider van de ...",Internationale bijeenkomst,/actueel/agenda/2022/04/21/uitreiking-four-freedoms-awards-2022
Invictus Games,"Hanke Bruins Slot, Kajsa Ollongren",2022-04-21,Den Haag,,Evenement,/actueel/agenda/2022/04/21/invictus-games
ALV  NRTO,Karien van Gennip,2022-04-21,Den Haag,Minister Van Gennip spreekt bij de ALV van NRTO.,Werkbezoek,/actueel/agenda/2022/04/21/alv-nrto
Tweeminutendebat hoofdlijnen Defensiebeleid,"Kajsa Ollongren, Christophe van der Maat",2022-04-21,Den Haag,Staatssecretaris Van der Maat en minister Ollongren nemen in de Tweede Kamer deel aan het tweeminutendebat over de hoofdlijnen ...,Kamervergadering,/actueel/agenda/2022/04/21/tweeminutendebat-hoofdlijnen-defensiebeleid
Minister Ollongren heeft een afspraak met de UK Minister van Defensie,Kajsa Ollongren,2022-04-21,Den Haag,,Gesprek,/actueel/agenda/2022/04/21/gesprek-uk-minister-van-defensie
RES (Regionale Energiestrategie) beraad over NPRES (Nationaal Programma Regionale Energiestrategie),Rob Jetten,2022-04-21,Utrecht,,Evenement,/actueel/agenda/2022/04/21/res-beraad
Afscheid politiek duider achtuurjournaal,Mark Harbers,2022-04-21,Den Haag,"Minister Harbers is kort aanwezig bij het afscheid van journalist Ron Fresen, die weggaat bij de NOS.",Evenement,/actueel/agenda/2022/04/21/afscheid-politiek-duider-achtuurjournaal
Kennismaking met voorzitter Centraal Bureau voor de Rijn- en Binnenvaart (CBRB),Mark Harbers,2022-04-21,Den Haag,,Gesprek,/actueel/agenda/2022/04/21/kennismaking-met-voorzitter-centraal-bureau-voor-de-rijn--en-binnenvaart-cbrb
Gesprek met Lord Deben over aspecten van klimaatverandering,Rob Jetten,2022-04-21,Via communicatietechnologie,Gesprek met Lord Deben (voorzitter van de Britse onafhankelijke commissie voor klimaatverandering) over verschillende aspecten ...,Gesprek,/actueel/agenda/2022/04/21/gesprek-over-klimaatverandering
Ontmoeting Oekraïense Ambassadeur,Ernst Kuipers,2022-04-21,Den Haag,Minister Kuipers spreekt de Oekraïense Ambassadeur over de situatie in Oekraïne.,Gesprek,/actueel/agenda/2022/04/21/ontmoeting-oekraiense-ambassadeur
Gesprek over Lelystad Airport,Mark Harbers,2022-04-21,Den Haag,"Minister Harbers spreekt met de burgemeesters van Oldebroek, Hattem en Heerde over de laagvliegroutes bij Lelystad Airport.",Gesprek,/actueel/agenda/2022/04/21/gesprek-over-lelystad-airport
Extra veiligheidsberaad,Dilan Yeşilgöz-Zegerius,2022-04-21,Utrecht,Minister Yeşilgöz-Zegerius en staatssecretaris Van der Burg zijn aanwezig bij het extra veiligheidsberaad om te spreken over de ...,Bestuurlijk overleg,/actueel/agenda/2022/04/21/extra-veiligheidsberaad
FUTUR Ontmoet,Christophe van der Maat,2022-04-21,Den Haag,Staatssecretaris Van der Maat is aanwezig bij FUTUR Ontmoet en neemt deel aan de collegetour.,Evenement,/actueel/agenda/2022/04/21/futur-ontmoet
Kennismakingsgesprekken,Ernst Kuipers,2022-04-21,Den Haag,Minister Kuipers maakt kennis met: De voorzitter van Zelfstandige Klinieken Nederland (ZKN)  De directeur en adjunct-directeur ...,Gesprek,/actueel/agenda/2022/04/21/kennismakingsgesprekken-minister-kuipers
Kennismaking met KNMG,Maarten van Ooijen,2022-04-21,Via communicatietechnologie,Staatssecretaris van Ooijen maakt kennis met de voorzitter van artsenfederatie KNMG.,Gesprek,/actueel/agenda/2022/04/21/kennismaking-met-knmg
Kennismakingsgesprek met WoningBouwersNL,Hugo de Jonge,2022-04-21,Den Haag,Minister De Jonge heeft een kennismakingsgesprek met de bestuursleden en voorzitter van WoningBouwersNL.,Gesprek,/actueel/agenda/2022/04/21/kennismakingsgesprek-met-woningbouwersnl
Kennismakingsgesprek met Kences Studentenhuisvesting,Hugo de Jonge,2022-04-21,Den Haag,,Gesprek,/actueel/agenda/2022/04/21/kennismakingsgesprek-met-kences-studentenhuisvesting
Commissiedebat Gehandicaptenbeleid / Verpleeghuiszorg / Wlz,Conny Helder,2022-04-21,Den Haag,.,Kamervergadering,/actueel/agenda/2022/04/21/commissiedebat-gehandicaptenbeleid--verpleeghuiszorg---wlz
Gesprek met Tweede Kamerleden over studiefinanciering,Robbert Dijkgraaf,2022-04-21,Den Haag,"Minister Dijkgraaf heeft een gesprek met de Tweede Kamerleden Van der Woude, Van der Molen, Van der Graaf en Van der Laan over ...",Gesprek,/actueel/agenda/2022/04/21/gesprek-met-tweede-kamerleden-over-studiefinanciering
Bewindspersonenoverleg Raffinageroute,"Rob Jetten, Vivianne Heijnen",2022-04-21,via communicatietechnologie,Bewindspersonenoverleg tussen staatssecretaris van Infrastructuur en Waterstaat en minster voor Klimaat en Energie.,Gesprek,/actueel/agenda/2022/04/21/bewindsliedenoverleg-raffinageroute
Gesprek met hoogleraar Universiteit van Leiden,Alexandra van Huffelen,2022-04-21,via communicatietechnologie,Staatssecretaris Van Huffelen spreekt Gert Oostindie van de Universiteit van Leiden over zijn onderzoek naar (de geschiedenis ...,Gesprek,/actueel/agenda/2022/04/21/gesprek-met-hoogleraar-universiteit-van-leiden
Kennismaking SER raadslid,Maarten van Ooijen,2022-04-21,Via communicatietechnologie,"Staatssecretaris Van Ooijen maakt kennis met Steven Van Eijk, raadslid van de SER.",Gesprek,/actueel/agenda/2022/04/21/kennismaking-ser-raadslid
Kennismaking met Amnesty International,Hanke Bruins Slot,2022-04-21,Den Haag,Minister Bruins Slot heeft een kennismakingsgesprek met mevrouw Oudshoorn van Amnesty International.,Gesprek,/actueel/agenda/2022/04/21/kennismaking-met-amnesty-international
Werkbezoek NOvA,Franc Weerwind,2022-04-22,Den Haag,Minister Weerwind bracht een werkbezoek aan de Nederlandse orde van advocaten. ,Werkbezoek,/actueel/agenda/2022/04/22/werkbezoek-nova
Bestuurlijk overleg met VNG over toekomstscenario Kind- en Gezinsbescherming,Maarten van Ooijen,2022-04-22,Via communicatietechnologie,,Bestuurlijk overleg,/actueel/agenda/2022/04/22/bestuurlijk-overleg-met-vng
Bijeenkomst bedrijfsleven en marge Invictus Games,Christophe van der Maat,2022-04-22,Den Haag,Staatssecretaris Van der Maat nam deel aan een bijeenkomst met bedrijfsleven en marge van de Invictus Games over Emerging Tech ...,Werkbezoek,/actueel/agenda/2022/04/22/bijeenkomst-bedrijfsleven-en-marge-invictus-games
Bezoek Carla Qualtrough,Karien van Gennip,2022-04-22,Den Haag,"Minister Van Gennip ontvangt Carla Qualtrough, Canadese minister voor Employment, Workforce Development and Disability Inclusion.",Ontvangst,/actueel/agenda/2022/04/22/bezoek-carla-qualtrough
Bewindspersonenoverleg reguliere asielopvang,"Hanke Bruins Slot, Kajsa Ollongren",2022-04-22,Den Haag,,Gesprek,/actueel/agenda/2022/04/22/bewindspersonenoverleg-reguliere-asielopvang
Soncos Symposium,Ernst Kuipers,2022-04-22,Utrecht,Minister Kuipers geeft een speech op het Soncos Symposium in Utrecht. Het symposium heeft als thema Oncologische Netwerken.,Werkbezoek,/actueel/agenda/2022/04/22/soncos-symposium
Slotceremonie Invictus Games 2022,"Kajsa Ollongren, Conny Helder, Christophe van der Maat",2022-04-22,Den Haag,"Minister Helder, minister Ollongren en staatssecretaris Van der Maat wonen de sluiting van de Invictus Games bij.",Evenement,/actueel/agenda/2022/04/22/slotceremonie-invictus-games-2022
Gesprek Vastgoed,Christophe van der Maat,2022-04-22,Via communicatietechnologie,Staatssecretaris Van der Maat heeft een afspraak met de gedeputeerde van de provincie Gelderland en de wethouder van de gemeente ...,Gesprek,/actueel/agenda/2022/04/22/gesprek-vastgoed
Bestuurlijk overleg met minister Weerwind over jeugdbescherming jeugdhulp,Maarten van Ooijen,2022-04-22,Via communicatietechnologie,Staatssecretaris Van Ooijen en minister Weerwind hebben een bestuurlijk overleg jeugdbescherming/jeugdhulp in het kader van ...,Bestuurlijk overleg,/actueel/agenda/2022/04/22/bestuurlijk-overleg-met-minister-weerwind-over-jeugdbescherming-jeugdhulp
"Extra bestuurlijk overleg over Wonen, Ruimte en Omgevingswet",Hugo de Jonge,2022-04-22,Den Haag,,Gesprek,/actueel/agenda/2022/04/22/extra-bestuurlijk-overleg-over-wonen-ruimte-en-omgevingswet
"Gesprek met uitvoerend vicevoorzitter van de Europese Commissie, dhr. Timmermans","Mark Rutte, Mark Harbers",2022-04-22,Den Haag,Gesprek over stand van zaken rond diverse beleidsterreinen van de Europese Unie.,Gesprek,/actueel/agenda/2022/04/22/gesprek-met-uitvoerend-vicevoorzitter-van-de-europese-commissie-dhr.-timmermans
